0.0 3.79452 3.79452 3.79452
0.75 8.14098 7.73032 7.41796
1.5 10.4757 9.46116 9.33813
2.25 11.7535 10.3766 10.3556
3.0 12.562 10.7934 10.9544
3.75 13.0218 10.9953 11.3028
4.5 13.4436 11.211 11.6523
5.25 13.7917 11.181 11.9349
6.0 13.9904 11.1912 12.1188
6.75 14.3802 11.2922 12.4423
7.5 14.5729 11.3026 12.6316
