0.0 13.6639 11.0807 11.8366
0.1 12.4762 10.5743 11.0528
0.2 11.0931 9.79576 10.0674
0.3 9.89684 8.9691 9.03973
0.4 8.695 8.09634 8.08387
0.5 7.53031 7.15238 7.07654
0.6 6.50731 6.24369 6.13578
0.7 5.60319 5.52481 5.38695
0.8 4.86868 4.84076 4.74808
0.9 4.24366 4.21609 4.17685
1.0 3.79452 3.79452 3.79452
